s (1,1) 9
(73,7) (73,8) 72
(74,7) (74,8) 9
(75,7) (75,8) 65
(76,7) (76,8) 34
(77,7) (77,8) 24
(78,7) (78,8) 40
(79,7) (79,8) 10
(80,7) (80,8) 22
(81,7) (81,8) 99
(82,7) (82,8) 4
(83,7) (83,8) 95
(84,7) (84,8) 183
(85,7) (85,8) 130
(86,7) (86,8) 91
(87,7) (87,8) 27
(88,7) (88,8) 76
(89,7) (89,8) 54
(90,7) (90,8) 187
(91,7) (91,8) 135
(92,7) (92,8) 95
(93,7) (93,8) 67
(94,7) (94,8) 177
(95,7) (95,8) 2
(96,7) (96,8) 52
(97,7) (97,8) 1
(98,7) (98,8) 139
(99,7) (99,8) 60
(100,7) (100,8) 11
(101,7) (101,8) 124
(102,7) (102,8) 83
(103,7) (103,8) 168
(104,7) (104,8) 8
(105,7) (105,8) 60
(106,7) (106,8) 144
(107,7) (107,8) 71
(108,7) (108,8) 43
(109,7) (109,8) 135
(110,7) (110,8) 34
(111,7) (111,8) 17
(112,7) (112,8) 153
(113,7) (113,8) 33
(114,7) (114,8) 146
(115,7) (115,8) 87
(116,7) (116,8) 54
(117,7) (117,8) 14
(118,7) (118,8) 4
(119,7) (119,8) 68
(120,7) (120,8) 61
(121,7) (121,8) 46
(122,7) (122,8) 162
(123,7) (123,8) 98
(124,7) (124,8) 31
(125,7) (125,8) 87
(126,7) (126,8) 166
(127,7) (127,8) 112
(128,7) (128,8) 155
(129,7) (129,8) 185
(130,7) (130,8) 107
(131,7) (131,8) 185
(132,7) (132,8) 119
(133,7) (133,8) 18
(134,7) (134,8) 73
(135,7) (135,8) 192
(136,7) (136,8) 172
(137,7) (137,8) 129
(138,7) (138,8) 43
(139,7) (139,8) 103
(140,7) (140,8) 71
(141,7) (141,8) 16
(142,7) (142,8) 183
(143,7) (143,8) 7
(144,7) (144,8) 185
(145,7) (145,8) 91
(146,7) (146,8) 81
(147,7) (147,8) 178
(148,7) (148,8) 5
(149,7) (149,8) 190
(150,7) (150,8) 20
(1,8) (1,9) 92
(2,8) (2,9) 97
(3,8) (3,9) 42
(4,8) (4,9) 62
(5,8) (5,9) 176
(6,8) (6,9) 131
(7,8) (7,9) 191
(8,8) (8,9) 127
(9,8) (9,9) 183
(10,8) (10,9) 145
(11,8) (11,9) 54
(12,8) (12,9) 158
(13,8) (13,9) 3
(14,8) (14,9) 37
(15,8) (15,9) 13
(16,8) (16,9) 32
(17,8) (17,9) 106
(18,8) (18,9) 3
(19,8) (19,9) 62
(20,8) (20,9) 6
(21,8) (21,9) 101
(22,8) (22,9) 17
(23,8) (23,9) 121
(24,8) (24,9) 161
(25,8) (25,9) 88
(26,8) (26,9) 114
(27,8) (27,9) 101
(28,8) (28,9) 77
(29,8) (29,9) 60
(30,8) (30,9) 102
(31,8) (31,9) 182
(32,8) (32,9) 183
(33,8) (33,9) 8
(34,8) (34,9) 74
(35,8) (35,9) 88
(36,8) (36,9) 109
(37,8) (37,9) 143
(38,8) (38,9) 55
(39,8) (39,9) 129
(40,8) (40,9) 32
(41,8) (41,9) 90
(42,8) (42,9) 162
(43,8) (43,9) 133
(44,8) (44,9) 136
(45,8) (45,9) 182
(46,8) (46,9) 87
(47,8) (47,9) 67
(48,8) (48,9) 173
(49,8) (49,9) 24
(50,8) (50,9) 51
(51,8) (51,9) 93
(52,8) (52,9) 189
(53,8) (53,9) 53
(54,8) (54,9) 125
(55,8) (55,9) 141
(56,8) (56,9) 198
(57,8) (57,9) 54
(58,8) (58,9) 63
(59,8) (59,9) 82
(60,8) (60,9) 74
(61,8) (61,9) 145
(62,8) (62,9) 167
(63,8) (63,9) 106
(64,8) (64,9) 66
(65,8) (65,9) 35
(66,8) (66,9) 188
(67,8) (67,9) 65
(68,8) (68,9) 129
(69,8) (69,9) 145
(70,8) (70,9) 48
(71,8) (71,9) 80
(72,8) (72,9) 102
(73,8) (73,9) 133
(74,8) (74,9) 193
(75,8) (75,9) 193
(76,8) (76,9) 125
(77,8) (77,9) 29
(78,8) (78,9) 139
(79,8) (79,9) 62
(80,8) (80,9) 171
(81,8) (81,9) 104
(82,8) (82,9) 22
(83,8) (83,9) 138
(84,8) (84,9) 123
(85,8) (85,9) 122
(86,8) (86,9) 119
(87,8) (87,9) 111
(88,8) (88,9) 50
(89,8) (89,9) 31
(90,8) (90,9) 165
(91,8) (91,9) 86
(92,8) (92,9) 171
(93,8) (93,9) 124
(94,8) (94,9) 19
(95,8) (95,9) 46
(96,8) (96,9) 184
(97,8) (97,9) 153
(98,8) (98,9) 165
(99,8) (99,9) 123
(100,8) (100,9) 111
(101,8) (101,9) 58
(102,8) (102,9) 40
(103,8) (103,9) 136
(104,8) (104,9) 76
(105,8) (105,9) 93
(106,8) (106,9) 83
(107,8) (107,9) 159
(108,8) (108,9) 112
(109,8) (109,9) 62
(110,8) (110,9) 44
(111,8) (111,9) 12
(112,8) (112,9) 126
(113,8) (113,9) 13
(114,8) (114,9) 200
(115,8) (115,9) 10
(116,8) (116,9) 182
(117,8) (117,9) 137
(118,8) (118,9) 107
(119,8) (119,9) 37
(120,8) (120,9) 152
(121,8) (121,9) 191
(122,8) (122,9) 48
(123,8) (123,9) 63
(124,8) (124,9) 14
(125,8) (125,9) 138
(126,8) (126,9) 182
(127,8) (127,9) 30
(128,8) (128,9) 62
(129,8) (129,9) 38
(130,8) (130,9) 39
(131,8) (131,9) 10
(132,8) (132,9) 91
(133,8) (133,9) 160
(134,8) (134,9) 197
(135,8) (135,9) 180
(136,8) (136,9) 151
(137,8) (137,9) 165
(138,8) (138,9) 91
(139,8) (139,9) 26
(140,8) (140,9) 39
(141,8) (141,9) 83
(142,8) (142,9) 198
(143,8) (143,9) 56
(144,8) (144,9) 139
(145,8) (145,9) 188
(146,8) (146,9) 31
(147,8) (147,9) 192
(148,8) (148,9) 32
(149,8) (149,9) 102
(150,8) (150,9) 197
(1,9) (1,10) 130
(2,9) (2,10) 12
(3,9) (3,10) 112
(4,9) (4,10) 83
(5,9) (5,10) 198
(6,9) (6,10) 182
(7,9) (7,10) 200
(8,9) (8,10) 196
(9,9) (9,10) 134
(10,9) (10,10) 119
(11,9) (11,10) 135
(12,9) (12,10) 182
(13,9) (13,10) 17
(14,9) (14,10) 177
(15,9) (15,10) 45
(16,9) (16,10) 90
(17,9) (17,10) 186
(18,9) (18,10) 42
(19,9) (19,10) 97
(20,9) (20,10) 159
(21,9) (21,10) 39
(22,9) (22,10) 189
(23,9) (23,10) 145
(24,9) (24,10) 13
(25,9) (25,10) 157
(26,9) (26,10) 181
(27,9) (27,10) 184
(28,9) (28,10) 45
(29,9) (29,10) 89
(30,9) (30,10) 143
(31,9) (31,10) 29
(32,9) (32,10) 2
(33,9) (33,10) 74
(34,9) (34,10) 195
(35,9) (35,10) 200
(36,9) (36,10) 163
(37,9) (37,10) 178
(38,9) (38,10) 166
(39,9) (39,10) 159
(40,9) (40,10) 81
(41,9) (41,10) 98
(42,9) (42,10) 168
(43,9) (43,10) 111
(44,9) (44,10) 8
(45,9) (45,10) 13
(46,9) (46,10) 157
(47,9) (47,10) 190
(48,9) (48,10) 155
(49,9) (49,10) 61
(50,9) (50,10) 25
(51,9) (51,10) 45
(52,9) (52,10) 168
(53,9) (53,10) 82
(54,9) (54,10) 69
(55,9) (55,10) 116
(56,9) (56,10) 69
(57,9) (57,10) 185
(58,9) (58,10) 113
(59,9) (59,10) 69
(60,9) (60,10) 158
(61,9) (61,10) 177
(62,9) (62,10) 85
(63,9) (63,10) 122
(64,9) (64,10) 45
(65,9) (65,10) 152
(66,9) (66,10) 176
(67,9) (67,10) 58
(68,9) (68,10) 116
(69,9) (69,10) 124
(70,9) (70,10) 124
(71,9) (71,10) 6
(72,9) (72,10) 185
(73,9) (73,10) 182
(74,9) (74,10) 44
(75,9) (75,10) 194
(76,9) (76,10) 191
(77,9) (77,10) 1
(78,9) (78,10) 130
(79,9) (79,10) 39
(80,9) (80,10) 85
(81,9) (81,10) 161
(82,9) (82,10) 41
(83,9) (83,10) 62
(84,9) (84,10) 197
(85,9) (85,10) 126
(86,9) (86,10) 28
(87,9) (87,10) 15
(88,9) (88,10) 3
(89,9) (89,10) 167
(90,9) (90,10) 130
(91,9) (91,10) 143
(92,9) (92,10) 159
(93,9) (93,10) 147
(94,9) (94,10) 23
(95,9) (95,10) 96
(96,9) (96,10) 162
(97,9) (97,10) 10
(98,9) (98,10) 192
(99,9) (99,10) 50
(100,9) (100,10) 193
(101,9) (101,10) 99
(102,9) (102,10) 154
(103,9) (103,10) 47
(104,9) (104,10) 121
(105,9) (105,10) 47
(106,9) (106,10) 31
(107,9) (107,10) 13
(108,9) (108,10) 111
(109,9) (109,10) 74
(110,9) (110,10) 78
(111,9) (111,10) 36
(112,9) (112,10) 106
(113,9) (113,10) 10
(114,9) (114,10) 126
(115,9) (115,10) 119
(116,9) (116,10) 40
(117,9) (117,10) 199
(118,9) (118,10) 7
(119,9) (119,10) 87
(120,9) (120,10) 90
(121,9) (121,10) 59
(122,9) (122,10) 132
(123,9) (123,10) 59
(124,9) (124,10) 68
(125,9) (125,10) 139
(126,9) (126,10) 153
(127,9) (127,10) 12
(128,9) (128,10) 93
(129,9) (129,10) 75
(130,9) (130,10) 78
(131,9) (131,10) 93
(132,9) (132,10) 183
(133,9) (133,10) 192
(134,9) (134,10) 149
(135,9) (135,10) 160
(136,9) (136,10) 164
(137,9) (137,10) 199
(138,9) (138,10) 126
(139,9) (139,10) 178
(140,9) (140,10) 197
(141,9) (141,10) 59
(142,9) (142,10) 163
(143,9) (143,10) 145
(144,9) (144,10) 40
(145,9) (145,10) 60
(146,9) (146,10) 162
(147,9) (147,10) 28
(148,9) (148,10) 158
(149,9) (149,10) 146
(150,9) (150,10) 40
(1,10) (1,11) 64
(2,10) (2,11) 21
(3,10) (3,11) 88
(4,10) (4,11) 124
(5,10) (5,11) 36
(6,10) (6,11) 81
(7,10) (7,11) 118
(8,10) (8,11) 31
(9,10) (9,11) 50
(10,10) (10,11) 130
(11,10) (11,11) 143
(12,10) (12,11) 86
(13,10) (13,11) 22
(14,10) (14,11) 58
(15,10) (15,11) 34
(16,10) (16,11) 73
(17,10) (17,11) 194
(18,10) (18,11) 189
(19,10) (19,11) 35
(20,10) (20,11) 188
(21,10) (21,11) 56
(22,10) (22,11) 21
(23,10) (23,11) 49
(24,10) (24,11) 119
(25,10) (25,11) 153
(26,10) (26,11) 98
(27,10) (27,11) 195
(28,10) (28,11) 171
(29,10) (29,11) 154
(30,10) (30,11) 194
(31,10) (31,11) 75
(32,10) (32,11) 180
(33,10) (33,11) 78
(34,10) (34,11) 10
(35,10) (35,11) 92
(36,10) (36,11) 54
(37,10) (37,11) 78
(38,10) (38,11) 1
(39,10) (39,11) 192
(40,10) (40,11) 13
(41,10) (41,11) 38
(42,10) (42,11) 101
(43,10) (43,11) 10
(44,10) (44,11) 181
(45,10) (45,11) 33
(46,10) (46,11) 149
(47,10) (47,11) 59
(48,10) (48,11) 170
(49,10) (49,11) 36
(50,10) (50,11) 34
(51,10) (51,11) 144
(52,10) (52,11) 149
(53,10) (53,11) 24
(54,10) (54,11) 75
(55,10) (55,11) 160
(56,10) (56,11) 52
(57,10) (57,11) 73
(58,10) (58,11) 156
(59,10) (59,11) 2
(60,10) (60,11) 45
(61,10) (61,11) 155
(62,10) (62,11) 17
(63,10) (63,11) 197
(64,10) (64,11) 31
(65,10) (65,11) 117
(66,10) (66,11) 4
(67,10) (67,11) 82
(68,10) (68,11) 156
(69,10) (69,11) 30
(70,10) (70,11) 185
(71,10) (71,11) 124
(72,10) (72,11) 159
(73,10) (73,11) 35
(74,10) (74,11) 11
(75,10) (75,11) 192
(76,10) (76,11) 142
(77,10) (77,11) 18
(78,10) (78,11) 149
(79,10) (79,11) 175
(80,10) (80,11) 44
(81,10) (81,11) 121
(82,10) (82,11) 79
(83,10) (83,11) 40
(84,10) (84,11) 94
(85,10) (85,11) 152
(86,10) (86,11) 90
(87,10) (87,11) 2
(88,10) (88,11) 7
(89,10) (89,11) 61
(90,10) (90,11) 18
(91,10) (91,11) 192
(92,10) (92,11) 27
(93,10) (93,11) 94
(94,10) (94,11) 55
(95,10) (95,11) 133
(96,10) (96,11) 188
(97,10) (97,11) 64
(98,10) (98,11) 168
(99,10) (99,11) 174
(100,10) (100,11) 13
(101,10) (101,11) 198
(102,10) (102,11) 133
(103,10) (103,11) 87
(104,10) (104,11) 168
(105,10) (105,11) 102
(106,10) (106,11) 118
(107,10) (107,11) 141
(108,10) (108,11) 182
(109,10) (109,11) 46
(110,10) (110,11) 38
(111,10) (111,11) 35
(112,10) (112,11) 163
(113,10) (113,11) 4
(114,10) (114,11) 174
(115,10) (115,11) 24
(116,10) (116,11) 50
(117,10) (117,11) 82
(118,10) (118,11) 63
(119,10) (119,11) 70
(120,10) (120,11) 181
(121,10) (121,11) 200
(122,10) (122,11) 160
(123,10) (123,11) 30
(124,10) (124,11) 113
(125,10) (125,11) 92
(126,10) (126,11) 72
(127,10) (127,11) 30
(128,10) (128,11) 9
(129,10) (129,11) 4
(130,10) (130,11) 72
(131,10) (131,11) 28
(132,10) (132,11) 2
(133,10) (133,11) 188
(134,10) (134,11) 160
(135,10) (135,11) 108
(136,10) (136,11) 22
(137,10) (137,11) 139
(138,10) (138,11) 116
(139,10) (139,11) 165
(140,10) (140,11) 8
(141,10) (141,11) 72
(142,10) (142,11) 155
(143,10) (143,11) 138
(144,10) (144,11) 194
(145,10) (145,11) 50
(146,10) (146,11) 68
(147,10) (147,11) 37
(148,10) (148,11) 102
(149,10) (149,11) 77
(150,10) (150,11) 110
(1,11) (1,12) 14
(2,11) (2,12) 192
(3,11) (3,12) 48
(4,11) (4,12) 10
(5,11) (5,12) 73
(6,11) (6,12) 108
(7,11) (7,12) 131
(8,11) (8,12) 199
(9,11) (9,12) 45
(10,11) (10,12) 33
(11,11) (11,12) 149
(12,11) (12,12) 162
(13,11) (13,12) 96
(14,11) (14,12) 57
(15,11) (15,12) 28
(16,11) (16,12) 87
(17,11) (17,12) 8
(18,11) (18,12) 60
(19,11) (19,12) 54
(20,11) (20,12) 152
(21,11) (21,12) 180
(22,11) (22,12) 160
(23,11) (23,12) 68
(24,11) (24,12) 17
(25,11) (25,12) 105
(26,11) (26,12) 63
(27,11) (27,12) 159
(28,11) (28,12) 150
(29,11) (29,12) 49
(30,11) (30,12) 61
(31,11) (31,12) 74
(32,11) (32,12) 74
(33,11) (33,12) 126
(34,11) (34,12) 77
(35,11) (35,12) 183
(36,11) (36,12) 117
(37,11) (37,12) 181
(38,11) (38,12) 31
(39,11) (39,12) 141
(40,11) (40,12) 168
(41,11) (41,12) 173
(42,11) (42,12) 111
(43,11) (43,12) 119
(44,11) (44,12) 24
(45,11) (45,12) 158
(46,11) (46,12) 133
(47,11) (47,12) 144
(48,11) (48,12) 21
(49,11) (49,12) 134
(50,11) (50,12) 165
(51,11) (51,12) 107
(52,11) (52,12) 6
(53,11) (53,12) 126
(54,11) (54,12) 11
(55,11) (55,12) 183
(56,11) (56,12) 155
(57,11) (57,12) 76
(58,11) (58,12) 189
(59,11) (59,12) 167
(60,11) (60,12) 23
(61,11) (61,12) 178
(62,11) (62,12) 68
(63,11) (63,12) 103
(64,11) (64,12) 168
(65,11) (65,12) 99
(66,11) (66,12) 111
(67,11) (67,12) 42
(68,11) (68,12) 132
(69,11) (69,12) 54
(70,11) (70,12) 166
(71,11) (71,12) 33
(72,11) (72,12) 193
(73,11) (73,12) 67
(74,11) (74,12) 177
(75,11) (75,12) 22
(76,11) (76,12) 88
(77,11) (77,12) 138
(78,11) (78,12) 75
(79,11) (79,12) 182
(80,11) (80,12) 63
(81,11) (81,12) 75
(82,11) (82,12) 166
(83,11) (83,12) 21
(84,11) (84,12) 51
(85,11) (85,12) 56
(86,11) (86,12) 12
(87,11) (87,12) 140
(88,11) (88,12) 7
(89,11) (89,12) 134
(90,11) (90,12) 143
(91,11) (91,12) 85
(92,11) (92,12) 51
(93,11) (93,12) 138
(94,11) (94,12) 150
(95,11) (95,12) 95
(96,11) (96,12) 163
(97,11) (97,12) 105
(98,11) (98,12) 172
(99,11) (99,12) 85
(100,11) (100,12) 106
(101,11) (101,12) 160
(102,11) (102,12) 62
(103,11) (103,12) 160
(104,11) (104,12) 148
(105,11) (105,12) 178
(106,11) (106,12) 185
(107,11) (107,12) 61
(108,11) (108,12) 165
(109,11) (109,12) 64
(110,11) (110,12) 134
(111,11) (111,12) 129
(112,11) (112,12) 57
(113,11) (113,12) 138
(114,11) (114,12) 28
(115,11) (115,12) 129
(116,11) (116,12) 17
(117,11) (117,12) 188
(118,11) (118,12) 56
(119,11) (119,12) 95
(120,11) (120,12) 23
(121,11) (121,12) 148
(122,11) (122,12) 34
(123,11) (123,12) 166
(124,11) (124,12) 150
(125,11) (125,12) 55
(126,11) (126,12) 95
(127,11) (127,12) 134
(128,11) (128,12) 80
(129,11) (129,12) 59
(130,11) (130,12) 127
(131,11) (131,12) 155
(132,11) (132,12) 93
(133,11) (133,12) 103
(134,11) (134,12) 131
(135,11) (135,12) 136
(136,11) (136,12) 190
(137,11) (137,12) 199
(138,11) (138,12) 109
(139,11) (139,12) 161
(140,11) (140,12) 187
(141,11) (141,12) 124
(142,11) (142,12) 99
(143,11) (143,12) 30
(144,11) (144,12) 39
(145,11) (145,12) 48
(146,11) (146,12) 89
(147,11) (147,12) 91
(148,11) (148,12) 102
(149,11) (149,12) 95
(150,11) (150,12) 162
(1,12) (1,13) 100
(2,12) (2,13) 87
(3,12) (3,13) 49
(4,12) (4,13) 83
(5,12) (5,13) 158
(6,12) (6,13) 76
(7,12) (7,13) 116
(8,12) (8,13) 52
(9,12) (9,13) 41
(10,12) (10,13) 59
(11,12) (11,13) 22
(12,12) (12,13) 59
(13,12) (13,13) 73
(14,12) (14,13) 57
(15,12) (15,13) 103
(16,12) (16,13) 39
(17,12) (17,13) 140
(18,12) (18,13) 146
(19,12) (19,13) 29
(20,12) (20,13) 127
(21,12) (21,13) 110
(22,12) (22,13) 79
(23,12) (23,13) 42
(24,12) (24,13) 77
(25,12) (25,13) 40
(26,12) (26,13) 108
(27,12) (27,13) 56
(28,12) (28,13) 82
(29,12) (29,13) 135
(30,12) (30,13) 77
(31,12) (31,13) 149
(32,12) (32,13) 198
(33,12) (33,13) 160
(34,12) (34,13) 52
(35,12) (35,13) 161
(36,12) (36,13) 92
(37,12) (37,13) 81
(38,12) (38,13) 130
(39,12) (39,13) 140
(40,12) (40,13) 32
(41,12) (41,13) 171
(42,12) (42,13) 176
(43,12) (43,13) 117
(44,12) (44,13) 70
(45,12) (45,13) 172
(46,12) (46,13) 40
(47,12) (47,13) 181
(48,12) (48,13) 161
(49,12) (49,13) 200
(50,12) (50,13) 37
(51,12) (51,13) 89
(52,12) (52,13) 172
(53,12) (53,13) 16
(54,12) (54,13) 115
(55,12) (55,13) 126
(56,12) (56,13) 72
(57,12) (57,13) 51
(58,12) (58,13) 53
(59,12) (59,13) 23
(60,12) (60,13) 171
(61,12) (61,13) 24
(62,12) (62,13) 185
(63,12) (63,13) 139
(64,12) (64,13) 89
(65,12) (65,13) 150
(66,12) (66,13) 122
(67,12) (67,13) 82
(68,12) (68,13) 178
(69,12) (69,13) 186
(70,12) (70,13) 90
(71,12) (71,13) 189
(72,12) (72,13) 192
(73,12) (73,13) 136
(74,12) (74,13) 10
(75,12) (75,13) 37
(76,12) (76,13) 170
(77,12) (77,13) 69
(78,12) (78,13) 143
(79,12) (79,13) 107
(80,12) (80,13) 106
(81,12) (81,13) 185
(82,12) (82,13) 59
(83,12) (83,13) 111
(84,12) (84,13) 56
(85,12) (85,13) 154
(86,12) (86,13) 181
(87,12) (87,13) 68
(88,12) (88,13) 81
(89,12) (89,13) 35
(90,12) (90,13) 157
(91,12) (91,13) 9
(92,12) (92,13) 160
(93,12) (93,13) 51
(94,12) (94,13) 49
(95,12) (95,13) 11
(96,12) (96,13) 6
(97,12) (97,13) 42
(98,12) (98,13) 21
(99,12) (99,13) 61
(100,12) (100,13) 49
(101,12) (101,13) 111
(102,12) (102,13) 138
(103,12) (103,13) 82
(104,12) (104,13) 127
(105,12) (105,13) 116
(106,12) (106,13) 150
(107,12) (107,13) 33
(108,12) (108,13) 197
(109,12) (109,13) 19
(110,12) (110,13) 19
(111,12) (111,13) 54
(112,12) (112,13) 72
(113,12) (113,13) 74
(114,12) (114,13) 47
(115,12) (115,13) 66
(116,12) (116,13) 151
(117,12) (117,13) 193
(118,12) (118,13) 112
(119,12) (119,13) 161
(120,12) (120,13) 123
(121,12) (121,13) 157
(122,12) (122,13) 97
(123,12) (123,13) 1
(124,12) (124,13) 68
(125,12) (125,13) 157
(126,12) (126,13) 102
(127,12) (127,13) 138
(128,12) (128,13) 50
(129,12) (129,13) 17
(130,12) (130,13) 96
(131,12) (131,13) 25
(132,12) (132,13) 133
(133,12) (133,13) 90
(134,12) (134,13) 37
(135,12) (135,13) 14
(136,12) (136,13) 25
(137,12) (137,13) 44
(138,12) (138,13) 39
(139,12) (139,13) 22
(140,12) (140,13) 65
(141,12) (141,13) 16
(142,12) (142,13) 151
(143,12) (143,13) 19
(144,12) (144,13) 166
(145,12) (145,13) 175
(146,12) (146,13) 118
(147,12) (147,13) 38
(148,12) (148,13) 77
(149,12) (149,13) 137
(150,12) (150,13) 72
(1,13) (1,14) 135
(2,13) (2,14) 3
(3,13) (3,14) 171
(4,13) (4,14) 117
(5,13) (5,14) 187
(6,13) (6,14) 173
(7,13) (7,14) 167
(8,13) (8,14) 37
(9,13) (9,14) 45
(10,13) (10,14) 168
(11,13) (11,14) 102
(12,13) (12,14) 160
(13,13) (13,14) 151
(14,13) (14,14) 57
(15,13) (15,14) 176
(16,13) (16,14) 103
(17,13) (17,14) 119
(18,13) (18,14) 3
(19,13) (19,14) 3
(20,13) (20,14) 122
(21,13) (21,14) 183
(22,13) (22,14) 107
(23,13) (23,14) 178
(24,13) (24,14) 31
(25,13) (25,14) 172
(26,13) (26,14) 105
(27,13) (27,14) 181
(28,13) (28,14) 36
(29,13) (29,14) 168
(30,13) (30,14) 125
(31,13) (31,14) 198
(32,13) (32,14) 137
(33,13) (33,14) 155
(34,13) (34,14) 148
(35,13) (35,14) 172
(36,13) (36,14) 77
(37,13) (37,14) 108
(38,13) (38,14) 134
(39,13) (39,14) 128
(40,13) (40,14) 195
(41,13) (41,14) 54
(42,13) (42,14) 188
(43,13) (43,14) 141
(44,13) (44,14) 16
(45,13) (45,14) 142
(46,13) (46,14) 35
(47,13) (47,14) 12
(48,13) (48,14) 164
(49,13) (49,14) 104
(50,13) (50,14) 192
(51,13) (51,14) 61
(52,13) (52,14) 171
(53,13) (53,14) 137
(54,13) (54,14) 183
(55,13) (55,14) 163
(56,13) (56,14) 199
(57,13) (57,14) 7
(58,13) (58,14) 188
(59,13) (59,14) 62
(60,13) (60,14) 36
(61,13) (61,14) 156
(62,13) (62,14) 117
(63,13) (63,14) 164
(64,13) (64,14) 151
(65,13) (65,14) 138
(66,13) (66,14) 18
(67,13) (67,14) 185
(68,13) (68,14) 196
(69,13) (69,14) 24
(70,13) (70,14) 170
(71,13) (71,14) 26
(72,13) (72,14) 42
(73,13) (73,14) 74
(74,13) (74,14) 75
(75,13) (75,14) 34
(76,13) (76,14) 77
(77,13) (77,14) 152
(78,13) (78,14) 38
(79,13) (79,14) 116
(80,13) (80,14) 113
(81,13) (81,14) 53
(82,13) (82,14) 148
(83,13) (83,14) 95
(84,13) (84,14) 125
(85,13) (85,14) 143
(86,13) (86,14) 185
(87,13) (87,14) 79
(88,13) (88,14) 35
(89,13) (89,14) 158
(90,13) (90,14) 180
(91,13) (91,14) 56
(92,13) (92,14) 3
(93,13) (93,14) 61
(94,13) (94,14) 144
(95,13) (95,14) 158
(96,13) (96,14) 79
(97,13) (97,14) 14
(98,13) (98,14) 18
(99,13) (99,14) 72
(100,13) (100,14) 110
(101,13) (101,14) 2
(102,13) (102,14) 118
(103,13) (103,14) 26
(104,13) (104,14) 8
(105,13) (105,14) 182
(106,13) (106,14) 81
(107,13) (107,14) 18
(108,13) (108,14) 171
(109,13) (109,14) 49
(110,13) (110,14) 85
(111,13) (111,14) 26
(112,13) (112,14) 24
(113,13) (113,14) 66
(114,13) (114,14) 85
(115,13) (115,14) 52
(116,13) (116,14) 5
(117,13) (117,14) 86
(118,13) (118,14) 109
(119,13) (119,14) 44
(120,13) (120,14) 72
(121,13) (121,14) 110
(122,13) (122,14) 188
(123,13) (123,14) 55
(124,13) (124,14) 148
(125,13) (125,14) 192
(126,13) (126,14) 169
(127,13) (127,14) 161
(128,13) (128,14) 107
(129,13) (129,14) 140
(130,13) (130,14) 199
(131,13) (131,14) 52
(132,13) (132,14) 73
(133,13) (133,14) 159
(134,13) (134,14) 167
(135,13) (135,14) 156
(136,13) (136,14) 48
(137,13) (137,14) 36
(138,13) (138,14) 112
(139,13) (139,14) 64
(140,13) (140,14) 13
(141,13) (141,14) 198
(142,13) (142,14) 182
(143,13) (143,14) 75
(144,13) (144,14) 79
(145,13) (145,14) 178
(146,13) (146,14) 156
(147,13) (147,14) 32
(148,13) (148,14) 127
(149,13) (149,14) 185
(150,13) (150,14) 183
(1,14) (1,15) 100
(2,14) (2,15) 56
(3,14) (3,15) 44
(4,14) (4,15) 192
(5,14) (5,15) 5
(6,14) (6,15) 173
(7,14) (7,15) 32
(8,14) (8,15) 189
(9,14) (9,15) 41
(10,14) (10,15) 113
(11,14) (11,15) 129
(12,14) (12,15) 190
(13,14) (13,15) 49
(14,14) (14,15) 31
(15,14) (15,15) 146
(16,14) (16,15) 31
(17,14) (17,15) 84
(18,14) (18,15) 182
(19,14) (19,15) 114
(20,14) (20,15) 14
(21,14) (21,15) 112
(22,14) (22,15) 57
(23,14) (23,15) 162
(24,14) (24,15) 91
(25,14) (25,15) 19
(26,14) (26,15) 73
(27,14) (27,15) 139
(28,14) (28,15) 175
(29,14) (29,15) 23
(30,14) (30,15) 63
(31,14) (31,15) 53
(32,14) (32,15) 194
(33,14) (33,15) 100
(34,14) (34,15) 25
(35,14) (35,15) 91
(36,14) (36,15) 61
(37,14) (37,15) 192
(38,14) (38,15) 96
(39,14) (39,15) 82
(40,14) (40,15) 57
(41,14) (41,15) 170
(42,14) (42,15) 4
(43,14) (43,15) 143
(44,14) (44,15) 106
(45,14) (45,15) 84
(46,14) (46,15) 181
(47,14) (47,15) 120
(48,14) (48,15) 43
(49,14) (49,15) 46
(50,14) (50,15) 103
(51,14) (51,15) 18
(52,14) (52,15) 103
(53,14) (53,15) 174
(54,14) (54,15) 32
(55,14) (55,15) 34
(56,14) (56,15) 137
(57,14) (57,15) 22
(58,14) (58,15) 138
(59,14) (59,15) 192
(60,14) (60,15) 137
(61,14) (61,15) 150
(62,14) (62,15) 144
(63,14) (63,15) 198
(64,14) (64,15) 36
(65,14) (65,15) 16
(66,14) (66,15) 30
(67,14) (67,15) 158
(68,14) (68,15) 86
(69,14) (69,15) 171
(70,14) (70,15) 25
(71,14) (71,15) 25
(72,14) (72,15) 127
(73,14) (73,15) 143
(74,14) (74,15) 120
(75,14) (75,15) 156
(76,14) (76,15) 183
(77,14) (77,15) 31
(78,14) (78,15) 6
(79,14) (79,15) 156
(80,14) (80,15) 111
(81,14) (81,15) 141
(82,14) (82,15) 189
(83,14) (83,15) 50
(84,14) (84,15) 118
(85,14) (85,15) 175
(86,14) (86,15) 113
(87,14) (87,15) 90
(88,14) (88,15) 124
(89,14) (89,15) 135
(90,14) (90,15) 78
(91,14) (91,15) 53
(92,14) (92,15) 159
(93,14) (93,15) 184
(94,14) (94,15) 198
(95,14) (95,15) 191
(96,14) (96,15) 103
(97,14) (97,15) 84
(98,14) (98,15) 91
